,budget,company,country,director,gross,name,rate,star,voter
115,"€10,000,000","BBC Films,Welsh Government,Pinewood Pictures,See more »,","UK,Sweden",Lone Scherfig,"$3,595,841,",Their Finest (2016) ,6.8,"Gemma Arterton,Sam Claflin,Bill Nighy,|,See full cast & crew,","13,948"
116,"$8,000,000","Robert Simonds Productions,Universal Pictures,See more »,",USA,Tamra Davis,"$17,278,980,",Half Baked (1998) ,6.7,"Dave Chappelle,Guillermo Díaz,Jim Breuer,|,See full cast & crew,","53,396"
117,"$18,000,000","Paramount Pictures,MTV Films,Scott Rudin Productions,See more »,",USA,Jake Kasdan,"$41,032,915,",Orange County (2002) ,6.2,"Colin Hanks,Jack Black,Schuyler Fisk,|,See full cast & crew,","44,306"
118,,"El Deseo,Renn Productions,France 2 Cinéma,See more »,","Spain,France",Pedro Almodóvar,"$8,264,530,",Todo sobre mi madre (1999) ,7.9,"Cecilia Roth,Marisa Paredes,Candela Peña,|,See full cast & crew,","78,770"
119,"$40,000,000","Universal Pictures,StudioCanal,Miramax,See more »,","UK,France,Germany,Ireland,USA",Beeban Kidron,"$40,226,215",Bridget Jones: The Edge of Reason (2004) ,6.0,"Renée Zellweger,Colin Firth,Hugh Grant,|,See full cast & crew,","92,088"
120,"$13,000,000","Dollface,FilmColony,Miramax,See more »,",USA,Mark Christopher,"$16,574,731,",54 (1998) ,5.8,"Ryan Phillippe,Salma Hayek,Neve Campbell,|,See full cast & crew,","29,844"
121,"$50,000,000","Universal Pictures,Millennium Films,Signature Pictures,See more »,","Germany,USA,France",Brian De Palma,"$22,518,325,",The Black Dahlia (2006) ,5.6,"Josh Hartnett,Aaron Eckhart,Scarlett Johansson,|,See full cast & crew,","67,410"
122,,"Killer Films,Lexis Media,See more »,","UK,USA",Tali Shalom-Ezer,,Mercy (2017) ,5.5,"Kate Mara,Ellen Page,Elias Koteas,|,See full cast & crew,",235
123,"$35,000,000","Warner Bros.,Industry Entertainment,Participant Media,See more »,",USA,Niki Caro,"$18,324,242,",North Country (2005) ,7.3,"Charlize Theron,Jeremy Renner,Frances McDormand,|,See full cast & crew,","36,316"
124,,"Cité-Amérique,Dummett Films,See more »,",Canada,Léa Pool,"$302,365,",Lost and Delirious (2001) ,7.0,"Piper Perabo,Jessica Paré,Mischa Barton,|,See full cast & crew,","18,673"
125,"$3,500,000","Focus Features,Gilbert Films,Saint Aire Production,See more »,",USA,Lisa Cholodenko,"$20,811,365",The Kids Are All Right (2010) ,7.0,"Annette Bening,Julianne Moore,Mark Ruffalo,|,See full cast & crew,","119,066"
126,"$19,000,000","Paramount Pictures,De Line Pictures,See more »,","USA,New Zealand",Steven Brill,"$58,169,327",Without a Paddle (2004) ,5.9,"Matthew Lillard,Seth Green,Dax Shepard,|,See full cast & crew,","40,806"
127,,"Houston King Productions,Northern Lights Films,Northern Lights Films and Media Ventures,See more »,",USA,Brett Haley,"$4,077,333,",The Hero (2017) ,6.5,"Sam Elliott,Laura Prepon,Krysten Ritter,|,See full cast & crew,","6,124"
128,,"Lion Pictures,See more »,",Italy,Tinto Brass,,Tra(sgre)dire (2000) ,5.5,"Yuliya Mayarchuk,Jarno Berardi,Francesca Nunzi,|,See full cast & crew,","4,099"
129,"$65,000,000","Revolution Studios,Red Om Films,See more »,",USA,Mike Newell,"$63,860,942",Mona Lisa Smile (2003) ,6.5,"Julia Roberts,Kirsten Dunst,Julia Stiles,|,See full cast & crew,","69,412"
130,"$1,200,000","Cheerleader LLC,Hate Kills Man (HKM),Ignite Entertainment,See more »,",USA,Jamie Babbit,"$2,205,627",But I'm a Cheerleader (1999) ,6.6,"Natasha Lyonne,Clea DuVall,Michelle Williams,|,See full cast & crew,","22,624"
131,"$20,000,000","Gary Sanchez Productions,New Line Cinema,On The Day Productions,See more »,",USA,Ben Falcone,"$84,525,432",Tammy (2014) ,4.9,"Melissa McCarthy,Susan Sarandon,Kathy Bates,|,See full cast & crew,","42,793"
132,,"Digital Interference Productions,See more »,",Canada,Colin Minihan,,What Keeps You Alive (2018) ,5.9,"Hannah Emily Anderson,Brittany Allen,Martha MacIsaac,|,See full cast & crew,","1,089"
133,"$15,000,000","Fox Searchlight Pictures,DNA Films,UK Film Council,See more »,",UK,Richard Eyre,"$17,508,670,",Notes on a Scandal (2006) ,7.4,"Cate Blanchett,Judi Dench,Andrew Simpson,|,See full cast & crew,","69,887"
134,"$54,000,000","Revolution Studios,City Light Films,Casey Silver Productions,See more »,",USA,Martin Brest,"$6,068,735,",Gigli (2003) ,2.4,"Ben Affleck,Jennifer Lopez,Justin Bartha,|,See full cast & crew,","43,967"
135,,"Fidélité Productions,France 2 Cinéma,Gimages,See more »,","France,UK",François Ozon,"$10,105,505,",Swimming Pool (2003) ,6.8,"Charlotte Rampling,Charles Dance,Ludivine Sagnier,|,See full cast & crew,","38,660"
136,"£1,700,000","Apocalypso Pictures,The Film Consortium,BBC Films,See more »,",UK,Pawel Pawlikowski,"$992,238,",My Summer of Love (2004) ,6.8,"Natalie Press,Emily Blunt,Paddy Considine,|,See full cast & crew,","18,032"
137,"SEK 9,000,000","Memfis Film,Det Danske Filminstitut,Film i Väst,See more »,","Sweden,Denmark",Lukas Moodysson,"$168,761,",Fucking Åmål (1998) ,7.6,"Alexandra Dahlström,Rebecka Liljeberg,Erica Carlson,|,See full cast & crew,","46,399"
138,,"Provenance Pictures,See more »,",USA,Jenée LaMarque,,The Feels (2017) ,5.2,"Constance Wu,Angela Trimbur,Josh Fadem,|,See full cast & crew,",846
139,"$50,000,000","Regency Enterprises,New Regency Pictures,Epsilon Motion Pictures,See more »,",USA,Marc Forster,"$3,626,883,",Stay (2005) ,6.9,"Ewan McGregor,Naomi Watts,Ryan Gosling,|,See full cast & crew,","68,866"
140,"$250,000","Prettybird,Post Empire Films,Sodium Fox,See more »,",USA,Paul Schrader,"$49,494,",The Canyons (2013) ,3.8,"Lindsay Lohan,James Deen,Nolan Gerard Funk,|,See full cast & crew,","9,628"
141,,"IndustryWorks Pictures,American Mary Productions,Evolution Pictures,See more »,",Canada,,,American Mary (2012) ,6.3,"Katharine Isabelle,Antonio Cupo,Tristan Risk,|,See full cast & crew,","19,858"
142,,"Backup Media,Snowfort Pictures,See more »,",USA,John Carchietta,,Teenage Cocktail (2016) ,5.8,"Nichole Bloom,Fabianne Therese,Pat Healy,|,See full cast & crew,","3,443"
143,,"Burn Later Productions,See more »,",USA,Clea DuVall,"$32,919",The Intervention (2016) ,6.1,"Melanie Lynskey,Jason Ritter,Skylar Bernon,|,See full cast & crew,","4,849"
144,,"93 Films,Razor Wire Films,See more »,",USA,Stacie Passon,"$38,361,",Concussion (2013) ,5.7,"Robin Weigert,Maggie Siff,Johnathan Tchaikovsky,|,See full cast & crew,","3,663"
145,"$9,000,000","Intermedia Films,Mirage Enterprises,Miramax,See more »,","UK,USA",Peter Howitt,"$11,883,495,",Sliding Doors (1998) ,6.8,"Gwyneth Paltrow,John Hannah,John Lynch,|,See full cast & crew,","58,002"
146,"$45,000,000","Universal Pictures,Mosaic Media Group,See more »,",USA,Jesse Dylan,"$52,580,895,",Kicking & Screaming (2005) ,5.6,"Will Ferrell,Robert Duvall,Josh Hutcherson,|,See full cast & crew,","33,280"
147,,"Soul Kiss Films,FilmMcQueen,See more »,",USA,Nicole Conn,,Elena Undone (2010) ,6.2,"Necar Zadegan,Thunderbird Dinwiddie,Gary Weeks,|,See full cast & crew,","4,561"
148,"$175,000","Soul Kiss Films,See more »,",USA,Nicole Conn,,A Perfect Ending (2012) ,5.8,"Barbara Niven,Bryan Mordechai Jackson,Jessica Clark,|,See full cast & crew,","3,222"
149,"$7,000,000","Double Feature Films,Endgame Entertainment,High Frequency Entertainment,See more »,",USA,Peter Sollett,"$532,988,",Freeheld (2015) ,6.5,"Julianne Moore,Ellen Page,Steve Carell,|,See full cast & crew,","10,140"
150,"$1,000,000","Big Easy Pictures,Divine Light Pictures,See more »,",USA,Katherine Brooks,"$1,100,000,",Loving Annabelle (2006) ,6.5,"Erin Kelly,Diane Gaidry,Laura Breckenridge,|,See full cast & crew,","10,671"
151,,"Alliance Films,Momentum Pictures,Velvet Bite,See more »,",UK,Phil Claydon,,Lesbian Vampire Killers (2009) ,5.2,"Paul McGann,James Corden,MyAnna Buring,|,See full cast & crew,","18,618"
152,"$60,795,000","Revolution Studios,See more »,",USA,James Foley,"$23,984,949",Perfect Stranger (2007) ,5.7,"Halle Berry,Bruce Willis,Giovanni Ribisi,|,See full cast & crew,","41,480"
153,,"Screen Gems,Maverick Films,Imprint Entertainment,See more »,",USA,Nelson McCormick,"$29,062,561,",The Stepfather (2009) ,5.6,"Penn Badgley,Dylan Walsh,Sela Ward,|,See full cast & crew,","26,838"
154,,"Maven Pictures,Novitiate Productions,See more »,",USA,Maggie Betts,"$580,346,",Novitiate (2017) ,6.6,"Melissa Leo,Lisa Stewart,Alyssa Brindley,|,See full cast & crew,","2,573"
155,"$4,000,000","Lions Gate Films,L.I.F.T. Production,DMK Mediafonds International,See more »,","USA,Germany",William Friedkin,"$7,006,708,",Bug (2006) ,6.1,"Ashley Judd,Michael Shannon,Harry Connick Jr.,|,See full cast & crew,","30,765"
156,"KRW 4,200,000,000","CJ Entertainment,CJ Capital Investment,Centurion Investment,See more »,",South Korea,Chan-wook Park,"$211,667,",Chinjeolhan geumjassi (2005) ,7.6,"Yeong-ae Lee,Min-sik Choi,Shi-hoo Kim,|,See full cast & crew,","62,663"
157,,"Miramax,Revolution Studios,Initial Entertainment Group (IEG),See more »,","Germany,USA",Lasse Hallström,,An Unfinished Life (2005) ,7.0,"Jennifer Lopez,Robert Redford,Morgan Freeman,|,See full cast & crew,","26,662"
158,,"Meridien Films,See more »,",USA,Nimrod Zalmanowitz,,All American Bikini Car Wash (2015) ,3.4,"Jack Cullison,Jason Lockhart,J.R. Ritcherson,|,See full cast & crew,",845
159,"$14,000,000","Phoenix Pictures,Canal+ Droits Audiovisuels,Original Film,See more »,","USA,France",John Ottman,"$21,468,807,",Urban Legends: Final Cut (2000) ,4.2,"Jennifer Morrison,Matthew Davis,Hart Bochner,|,See full cast & crew,","14,533"
160,"$8,000,000","Troika Pictures,Hyde Park Entertainment,Merced Media Partners,See more »,",USA,Elizabeth Allen Rosenbaum,,Careful What You Wish For (2015) ,5.7,"Nick Jonas,Kiki Harris,David Sherrill,|,See full cast & crew,","6,358"
161,"$8,000,000","Mockingbird Pictures,Trillium Productions,Parallel Film Productions,See more »,","UK,Ireland,France,USA",Rodrigo García,"$3,014,696",Albert Nobbs (2011) ,6.7,"Glenn Close,Mia Wasikowska,Aaron Taylor-Johnson,|,See full cast & crew,","21,762"
162,"$11,000,000","Fox Searchlight Pictures,Qwerty Films,N1 European Film Produktions GmbH & Co. KG,See more »,","USA,Germany",Bill Condon,"$10,214,647,",Kinsey (2004) ,7.1,"Liam Neeson,Laura Linney,Chris O'Donnell,|,See full cast & crew,","45,344"
163,,"Frontier Studios,See more »,",USA,Fernanda Cardoso,,Bloomington (2010) ,6.0,"Allison McAtee,Sarah Stouffer,Katherine Ann McGregor,|,See full cast & crew,","4,291"
164,,"Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF),Platige Image,Telewizja Polska,See more »,",Poland,Agnieszka Smoczynska,"$98,818,",Córki dancingu (2015) ,6.4,"Marta Mazurek,Michalina Olszanska,Kinga Preis,|,See full cast & crew,","4,419"
165,,"Dream Entertainment,Michael/Finney Productions,See more »,",USA,Michael Davis,,100 Girls (2000) ,5.9,"Jonathan Tucker,Emmanuelle Chriqui,James DeBello,|,See full cast & crew,","19,608"
166,,"Sunroom Pictures,See more »,",USA,Stephen Cone,,Princess Cyd (2017) ,6.7,"Marika Mashburn,Jessie Pinnick,Paul Fagen,|,See full cast & crew,","1,836"
167,,"Enlightenment Productions,See more »,",UK,Shamim Sarif,"$39,373,",I Can't Think Straight (2008) ,6.6,"Lisa Ray,Sheetal Sheth,Antonia Frering,|,See full cast & crew,","6,894"
168,,"British Columbia Film,CITY-TV,Government of British Columbia Film Incentive BC Program,See more »,",Canada,Anne Wheeler,"$2,011,254,",Better Than Chocolate (1999) ,6.1,"Wendy Crewson,Karyn Dwyer,Christina Cox,|,See full cast & crew,","7,270"
169,"$30,000,000","Millennium Films,Equity Pictures Medienfonds GmbH & Co. KG III,Brightlight Pictures,See more »,","USA,Germany,Canada",Jon Avnet,"$16,930,884,",88 Minutes (2007) ,5.9,"Al Pacino,Alicia Witt,Ben McKenzie,|,See full cast & crew,","70,610"
170,"$15,000,000","Cinelou Films,Linson Entertainment,Anvil Films,See more »,",USA,Taylor Hackford,"$1,658,706,",The Comedian (2016) ,5.7,"Robert De Niro,Leslie Mann,Danny DeVito,|,See full cast & crew,","5,535"
171,"$16,000,000","Warner Bros.,Gaylord Films,John Wells Productions,See more »,",USA,Peter Kosminsky,"$16,346,122,",White Oleander (2002) ,7.2,"Michelle Pfeiffer,Renée Zellweger,Robin Wright,|,See full cast & crew,","27,734"
172,,"Gato Negro Films,See more »,",USA,Sebastian Gutierrez,,Women in Trouble (2009) ,5.8,"Carla Gugino,Adrianne Palicki,Connie Britton,|,See full cast & crew,","5,550"
173,,"CG Cinéma,Pallas Film,CAB Productions,See more »,","France,Germany,Switzerland",Olivier Assayas,"$1,811,138,",Clouds of Sils Maria (2014) ,6.7,"Juliette Binoche,Kristen Stewart,Chloë Grace Moretz,|,See full cast & crew,","23,871"
174,"£3,500,000","BBC Films,Lipsync Productions,Origin Pictures,See more »,",UK,,,What We Did on Our Holiday (2014) ,6.9,"Rosamund Pike,David Tennant,Billy Connolly,|,See full cast & crew,","16,177"
175,"$28,000,000","Focus Features,Miramax,Back Lot Pictures,See more »,",USA,Allen Coulter,"$14,415,222,",Hollywoodland (2006) ,6.5,"Adrien Brody,Ben Affleck,Diane Lane,|,See full cast & crew,","31,089"
176,,,USA,Dylan Reynolds,,4/20 Massacre (2018) ,4.0,"Jamie Bernadette,Vanessa Rose Parker,Stacey Danger,|,See full cast & crew,",293
177,"$24,000,000","Bauer Martinez Studios,Templar Films Unlimited,Formula Films,See more »,",USA,Amy Heckerling,,I Could Never Be Your Woman (2007) ,6.0,"Michelle Pfeiffer,Paul Rudd,Saoirse Ronan,|,See full cast & crew,","15,884"
178,"€180,000","Trauma Spa,Border Motion Cinema,Chris Reiben Productions,See more »,",Chile,Lucio A. Rojas,,Trauma (2017) ,5.9,"Catalina Martin,Macarena Carrere,Ximena del Solar,|,See full cast & crew,",206
179,"$5,000,000","Big Beach Films,Likely Story,The Weinstein Company,See more »,",USA,Jesse Peretz,"$24,814,830,",Our Idiot Brother (2011) ,6.4,"Paul Rudd,Elizabeth Banks,Zooey Deschanel,|,See full cast & crew,","79,546"
180,"$500,000","2 Loop Films,A Loopy Production LLC,See more »,",USA,Lucky McKee,"$150,277,",May (2002) ,6.7,"Angela Bettis,Jeremy Sisto,Anna Faris,|,See full cast & crew,","30,158"
181,"$15,000,000","Fine Line Features,This Is That Productions,Killer Films,See more »,",USA,John Waters,"$1,339,668,",A Dirty Shame (2004) ,5.1,"Tracey Ullman,Chris Isaak,Selma Blair,|,See full cast & crew,","11,448"
182,,"Origin Pictures,BBC Films,CBS Films,See more »,",UK,Ritesh Batra,"$1,235,432,",The Sense of an Ending (2017) ,6.3,"Jim Broadbent,Charlotte Rampling,Harriet Walter,|,See full cast & crew,","4,520"
183,"$2,000,000","Imprint Entertainment,Datari Turner Productions,Gordon Bijelonic / Datari Turner Films,See more »,",USA,Greg Carter,,Lap Dance (2014) ,5.0,"Briana Evigan,James Remar,Stacey Dash,|,See full cast & crew,","2,205"
184,,"Duplass Brothers Productions,Venture Forth,See more »,",USA,Craig Johnson,"$5,283,379,",The Skeleton Twins (2014) ,6.8,"Kristen Wiig,Bill Hader,Luke Wilson,|,See full cast & crew,","35,993"
185,,,Italy,Tinto Brass,,Monamour (2006) ,5.5,"Anna Jimskaia,Riccardo Marino,Max Parodi,|,See full cast & crew,","3,684"
186,"€6,500,000","Marianna Films,Triptych Media,Starhaus Filmproduktion,See more »,","Finland,Germany,Canada,Sweden,France",Mika Kaurismäki,,The Girl King (2015) ,5.9,"Malin Buska,Sarah Gadon,Michael Nyqvist,|,See full cast & crew,","2,886"
187,,"Falling Snow,Enlightenment Productions,SK Enlightenment,See more »,","UK,Canada",Shamim Sarif,,Despite the Falling Snow (2016) ,5.8,"Oliver Jackson-Cohen,Rebecca Ferguson,Charles Dance,|,See full cast & crew,","1,752"
188,"$25,000,000","Serendipity Point Films,First Choice Films,The Movie Network (TMN),See more »,","Canada,UK",Atom Egoyan,"$871,527,",Where the Truth Lies (2005) ,6.5,"Kevin Bacon,Colin Firth,Alison Lohman,|,See full cast & crew,","16,092"
189,,"Bombshell Pictures,IM Global,See more »,",USA,Rick Jacobson,"$17,365,",Bitch Slap (2009) ,4.5,"Julia Voth,Erin Cummings,America Olivo,|,See full cast & crew,","12,835"
190,,"Universal Pictures,Sidney Kimmel Entertainment,Outlaw Productions (I),See more »,",USA,Billy Ray,"$33,231,264",Breach (2007) ,7.0,"Chris Cooper,Ryan Phillippe,Dennis Haysbert,|,See full cast & crew,","55,078"
191,"$6,000,000","Fox Atomic,Sneak Preview Entertainment,Alta Loma Entertainment,See more »,",USA,,"$4,542,775,",Miss March (2009) ,5.0,"Zach Cregger,Trevor Moore,Raquel Alessi,|,See full cast & crew,","19,760"
192,"$14,000,000","Paramount Pictures,Nickelodeon Movies,Anonymous Content,See more »,",USA,Josh Schwartz,"$9,402,410,",Fun Size (2012) ,5.4,"Victoria Justice,Johnny Knoxville,Chelsea Handler,|,See full cast & crew,","12,656"
193,"$3,500,000","Screen Gems,Anonymous Content,Andrea Sperling Productions,See more »,",USA,Angela Robinson,"$96,793,",D.E.B.S. (2004) ,5.3,"Sara Foster,Jordana Brewster,Devon Aoki,|,See full cast & crew,","13,521"
194,"$26,000,000","K. JAM Media,Persistent Entertainment,Vocal Yokels,See more »,","USA,UK",David O. Russell,,Accidental Love (2015) ,4.1,"Jessica Biel,Raymond L. Brown Jr.,Jenny Gulley,|,See full cast & crew,","6,779"
195,,"Grand Army Entertainment,IM Global,Lumina Films,See more »,",USA,Rebecca Miller,,The Private Lives of Pippa Lee (2009) ,6.4,"Robin Wright,Alan Arkin,Mike Binder,|,See full cast & crew,","12,083"
196,"$250,000","WIP Films,See more »,",USA,James Bickert,,Amazon Hot Box (2018) ,6.9,"Ellie Church,Tristan Risk,Kelsey Carlisle,|,See full cast & crew,",972
197,"$1,000,000","Fox Searchlight Pictures,Brad Zions Films,Eden Wurmfeld Films,See more »,",USA,Charles Herman-Wurmfeld,"$7,022,940,",Kissing Jessica Stein (2001) ,6.6,"Jennifer Westfeldt,Heather Juergensen,Tovah Feldshuh,|,See full cast & crew,","15,073"
198,,"The Weinstein Company,Isle of Man Film,Mr. Mudd,See more »,","UK,Australia",Laurence Dunmore,"$4,835,065,",The Libertine (2004) ,6.4,"Johnny Depp,Samantha Morton,John Malkovich,|,See full cast & crew,","33,151"
199,"€4,800,000","Chaz Productions,France 3 Cinéma,Artémis Productions,See more »,","France,Belgium",Catherine Corsini,"$35,034,",La belle saison (2015) ,6.6,"Cécile de France,Izïa Higelin,Noémie Lvovsky,|,See full cast & crew,","2,879"
200,,"Mockingbird Pictures,John Calley Productions,See more »,",USA,Robin Swicord,"$3,573,870,",The Jane Austen Book Club (2007) ,6.8,"Kathy Baker,Hugh Dancy,Amy Brenneman,|,See full cast & crew,","23,912"
201,"$35,000,000","Mandeville Films,Touchstone Pictures,See more »,",USA,Garry Marshall,"$27,797,271,",The Other Sister (1999) ,6.5,"Juliette Lewis,Diane Keaton,Giovanni Ribisi,|,See full cast & crew,","11,196"
202,,"BoulderLight Pictures,Southern Fried Films,See more »,",USA,Eric England,"$4,105",Contracted (2013) ,5.3,"Najarra Townsend,Caroline Williams,Alice Macdonald,|,See full cast & crew,","13,005"
203,,"Trick Candle Productions,Ronalds Brothers Films,Migliore Film & Photo,See more »,",USA,Dean Matthew Ronalds,,Ashley (2013) ,5.5,"Jennifer Taylor,Holly Taylor,Michael Madsen,|,See full cast & crew,",738
204,,"Marakesh Films,A Space Between,Bago Pictures,See more »,","France,USA,Iran",Maryam Keshavarz,"$441,404,",Circumstance (2011) ,5.9,"Sarah Kazemy,Nikohl Boosheri,Reza Sixo Safai,|,See full cast & crew,","6,929"
